{'date': '1518-03-31 00:00', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-07-29 00:56', 'guardNumber': 811, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-07-29 23:57', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-07-30 00:27', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-07-30 00:50', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-07-30 00:54', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-07-30 00:59', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-07-31 00:00', 'guardNumber': 757, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-01 00:02', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-01 00:15', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-01 00:17', 'guardNumber': 643, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-01 00:40', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-01 00:58', 'guardNumber': 643, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-02 00:02', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-02 00:29', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-02 00:43', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-03 00:00', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-03 00:11', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-03 00:45', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-03 23:58', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-04 00:41', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-04 00:44', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-04 00:48', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-04 00:51', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-05 00:00', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-05 00:34', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-05 00:36', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-05 23:59', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-06 00:42', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-06 00:57', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-06 23:49', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-07 00:02', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-07 00:07', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-08 00:04', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-08 00:29', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-08 00:46', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-08 00:53', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-08 00:55', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-08 23:56', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-09 00:12', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-09 00:35', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-09 23:52', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-10 00:04', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-10 00:13', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-10 00:44', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-10 00:47', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-11 00:04', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-11 00:13', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-11 00:39', 'guardNumber': 643, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-12 00:00', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-12 00:08', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-12 00:52', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-12 23:54', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-13 00:05', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-13 00:06', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-13 00:27', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-13 00:42', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-14 00:01', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-14 00:40', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-14 00:45', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-15 00:04', 'guardNumber': 857, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-15 23:56', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-16 00:29', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-16 00:53', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-16 23:56', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-17 00:42', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-17 00:47', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-17 00:56', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-17 00:58', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-17 23:50', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-18 00:00', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-18 00:13', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-18 00:42', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-18 00:47', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-18 23:52', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-19 00:02', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-19 00:10', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-19 00:31', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-19 00:56', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-20 00:04', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-20 00:38', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-20 00:51', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-20 23:59', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-21 00:11', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-21 00:35', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-21 00:40', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-21 00:46', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-22 00:03', 'guardNumber': 811, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-22 00:21', 'guardNumber': 811, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-22 00:22', 'guardNumber': 811, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-22 00:33', 'guardNumber': 811, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-22 00:47', 'guardNumber': 811, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-22 00:56', 'guardNumber': 811, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-22 00:58', 'guardNumber': 811, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-23 00:03', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-23 00:53', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-23 00:55', 'guardNumber': 2333, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-23 23:59', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-24 00:32', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-24 00:54', 'guardNumber': 643, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-24 00:57', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-24 00:58', 'guardNumber': 643, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-25 00:03', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-25 00:15', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-25 00:47', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-26 00:03', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-26 00:24', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-26 00:26', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-26 00:31', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-26 00:51', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-27 00:00', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-27 00:45', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-27 00:50', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-28 00:03', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-28 00:07', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-28 00:32', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-28 00:38', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-28 00:45', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-28 00:48', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-28 00:58', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-28 23:58', 'guardNumber': 353, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-29 00:29', 'guardNumber': 353, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-29 00:53', 'guardNumber': 353, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-29 23:58', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-30 00:33', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-30 00:35', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-30 00:46', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-30 00:50', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-30 00:54', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-30 00:58', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-31 00:01', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-08-31 00:31', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-31 00:43', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-31 00:46', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-08-31 00:56', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-08-31 23:59', 'guardNumber': 857, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-01 23:59', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-02 00:42', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-02 00:52', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-03 00:00', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-03 00:18', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-03 00:20', 'guardNumber': 3163, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-03 00:32', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-03 00:46', 'guardNumber': 3163, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-04 00:03', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-04 00:39', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-04 00:50', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-04 23:58', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-05 00:43', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-05 00:45', 'guardNumber': 3163, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-05 00:48', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-05 00:57', 'guardNumber': 3163, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-06 00:02', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-06 00:29', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-06 00:46', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-06 23:54', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-07 00:02', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-07 00:03', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-07 00:23', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-07 00:53', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-07 23:57', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-08 00:42', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-08 00:46', 'guardNumber': 2333, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-08 00:49', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-08 00:56', 'guardNumber': 2333, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-09 00:03', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-09 00:37', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-09 00:38', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-09 00:43', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-09 00:46', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-09 00:55', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-09 00:58', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-09 23:51', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-10 00:05', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-10 00:12', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-10 00:50', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-10 00:59', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-11 00:04', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-11 00:15', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-11 00:40', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-12 00:00', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-12 00:36', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-12 00:58', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-13 00:01', 'guardNumber': 857, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-14 00:03', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-14 00:16', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-14 00:24', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-14 00:47', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-14 00:58', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-15 00:00', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-15 00:29', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-15 00:41', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-15 00:51', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-15 00:55', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-16 00:02', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-16 00:57', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-16 00:58', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-16 23:56', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-17 00:36', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-17 00:39', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-17 23:57', 'guardNumber': 233, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-18 23:56', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-19 00:45', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-19 00:46', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-19 00:52', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-19 00:55', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-20 00:00', 'guardNumber': 811, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-20 00:27', 'guardNumber': 811, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-20 00:30', 'guardNumber': 811, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-20 00:36', 'guardNumber': 811, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-20 00:54', 'guardNumber': 811, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-20 23:57', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-21 00:11', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-21 00:16', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-21 00:47', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-21 00:53', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-21 23:56', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-22 00:16', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-22 00:54', 'guardNumber': 197, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-23 00:00', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-23 00:26', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-23 00:49', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-23 23:58', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-24 00:10', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-24 00:35', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-24 00:40', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-24 00:59', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-24 23:53', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-25 00:05', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-25 00:17', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-25 00:38', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-25 00:39', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-26 00:03', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-26 00:07', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-26 00:28', 'guardNumber': 197, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-26 00:35', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-26 00:42', 'guardNumber': 197, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-26 00:49', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-26 00:50', 'guardNumber': 197, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
